日期,指标名称,判断结果,情绪得分,数值数据,判断标准,当前状态解读
2025-07-23,新高/新低比 (NH/NL),乐观,1.0,54.50,"乐观 (>10)：趋势极强 结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱 可能临近底部。","今日新高/新低比从7.88的中性区飙升至54.5的极端乐观区 创出新高的股票数量呈现爆发式增长 领涨力量极度强劲"
2025-07-23,成交量趋势 (SPY),中性,0.0,1.03,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","今日指数上涨 同时成交量略微放大至20日均值的103% 属于上涨平量 价量关系中性"
2025-07-23,TRIN 指数 (Arms Index),乐观 ,1.0,0.71,"乐观 (超买警示) (<0.8): 买盘极度强劲 但有回调风险。中性 (0.8-1.2): 多空力量相对均衡。悲观 (超卖机会) (>1.2): 卖压沉重 但有潜在买入机会。","今日TRIN指数从0.77继续下降至0.71的超买警示区 表明市场的买盘力量非常强大 但短期情绪过热的风险也在累积"
2025-07-23,SPY 当日净流入金额,中性,0.0,31.4,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","SPY资金流向从昨日高达45亿的巨额净流出 急速收窄至今日的几乎为零。这表明机构的大规模抛售行为在一天之内就停止了 但买盘力量也并未出现 是市场多空双方在激烈博弈后暂时休战的信号。"
2025-07-23,避险资产流向 (TLT+GLD),,,,"乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","数据不完整（GLD缺失） 无法给出最终判断。但国债（TLT）出现小幅资金流出 显示部分避险情绪有所降温。"
2025-07-23,美元指数 (DXY),乐观,1.0,97.127,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","今日美元指数大幅下跌至97.127 为市场提供了非常强劲的宏观顺风"
2025-07-24,VIX 指数 (恐慌指数),乐观,1.0,15.39,"乐观 (<20)：波动率低 市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","VIX指数在历史低位几乎没有变化 市场情绪继续保持在极度稳定和自满的状态 完全没有恐慌迹象"
2025-07-24,CNN Fear & Greed,悲观/警示,-1.0,76.0,"乐观 (45-55): 市场情绪处于中性平衡点。中性 (25-44 或 56-75): 市场进入“恐惧”或“贪婪”状态。悲观/警示 (≤ 24 或 ≥ 76): 市场进入“极度恐惧”或“极度贪婪”。","指数维持在76的“极度贪婪”线上 这是连续第二天出现强烈的市场过热警示信号 回调风险非常高"
2025-07-24,Put/Call Ratio,乐观,1.0,0.57,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","P/C比率在极低的乐观水平上小幅回升 表明期权市场最疯狂的看多情绪略有降温 但整体依然非常乐观"
2025-07-24,指数与均线 (S&P 500),乐观,1.0,"6363.35,6259.52,6079.05","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","指数微涨4.44点并再创收盘新高 强势的多头技术形态仍在延续"
2025-07-24,涨跌比 (A/D Ratio),悲观/警示,-1.0,0.39,"乐观 (> 2.0): 上涨广度极强。中性 (0.8 - 2.0): 上涨和下跌股票数量相对均衡。悲观 (< 0.8): 下跌股票数量明显占优。","这是今日最核心的背离信号。市场广度在一天之内从“极强普涨”逆转为“普遍下跌” 下跌股票数量远超上涨股票。这表明指数的上涨是虚假的 完全由少数权重股支撑 市场内部已经开始大面积失血"
2025-07-24,新高/新低比 (NH/NL),乐观,1.0,12.00,"乐观 (>10)：趋势极强 结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱 可能临近底部。","创出新高的股票力量相比昨日的爆发式增长出现了急剧萎缩 比率从54.5的极端高位大幅回落。虽然读数仍在乐观区间 但这种剧烈的下降速度表明领涨动能正在快速衰竭"
2025-07-24,成交量趋势 (SPY),中性,0.0,1.03,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","指数上涨 成交量与20日均值持平。价量关系中性 没有提供太多额外信息 但至少没有出现“价涨量缩”的负面信号"
2025-07-24,TRIN 指数 (Arms Index),中性,0.0,1.19,"乐观 (超买警示) (<0.8): 买盘极度强劲 但有回调风险。中性 (0.8-1.2): 多空力量相对均衡。悲观 (超卖机会) (>1.2): 卖压沉重 但有潜在买入机会。","TRIN指数从昨日的超买区大幅回升至1.19的均衡区间 表明市场的买盘力量已大幅消退"
2025-07-24,SPY 当日净流入金额,悲观/警示,-1.0,-3200.0,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","SPY的资金流向发生逆转 从昨日几乎为零的状态 转为今日-3.2B的大额净流出 是一个负面信号"
2025-07-24,避险资产流向 (TLT+GLD),中性,0.0,208.5,"乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","避险资产的资金流向同样发生逆转 从昨日的小幅流出转为今日的小幅流入 表明市场情绪略微转向保守"
2025-07-24,美元指数 (DXY),乐观,1.0,97.606,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","今日美元指数小幅反弹至97.606 但仍处于100以下的弱势区间 对市场的宏观环境影响中性"
2025-07-25,VIX 指数 (恐慌指数),乐观,1.0,14.93,"乐观 (<20)：波动率低 市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","今日VIX从15.39继续下降至14.93 市场恐慌情绪完全消失 投资者情绪极度乐观自满"
2025-07-25,CNN Fear & Greed,中性,0.0,75.0,"乐观 (45-55): 市场情绪处于中性平衡点。中性 (25-44 或 56-75): 市场进入“恐惧”或“贪婪”状态。悲观/警示 (≤ 24 或 ≥ 76): 市场进入“极度恐惧”或“极度贪婪”。","指数从昨日76的“极度贪婪”警示区回落至75 贪婪情绪虽依然处在高位 但最危险的信号暂时解除"
2025-07-25,Put/Call Ratio,中性,0.0,0.72,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","P/C比率从昨日的0.57继续回升至0.72 进入中性区间 表明期权市场的看多情绪正在降温 避险需求增加"
2025-07-25,指数与均线 (S&P 500),乐观,1.0,"6388.64,6271.90,6089.09","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","今日指数上涨25.29点并再创收盘新高 强势的多头技术形态得到延续和巩固"
2025-07-25,涨跌比 (A/D Ratio),中性,0.0,1.44,"乐观 (> 2.0): 上涨广度极强。中性 (0.8 - 2.0): 上涨和下跌股票数量相对均衡。悲观 (< 0.8): 下跌股票数量明显占优。","今日A/D比率从昨日0.39的悲观区间大幅回升至1.44的中性区间。这表明市场广度在昨日普跌后得到显著修复 但上涨和下跌的股票数量仍相对均衡 尚未形成普涨之势"
2025-07-25,新高/新低比 (NH/NL),中性,0.0,7.50,"乐观 (>10)：趋势极强 结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱 可能临近底部。","新高/新低比从昨日的12.0回落至7.5 跌出乐观区。这说明虽然市场普涨 但领涨的先锋力量却在减弱 上涨的“质量”有所下降"
2025-07-25,成交量趋势 (SPY),中性,0.0,0.84,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","依然是“价涨量缩”。市场的普涨狂欢并没有得到成交量的支持 这表明推动上涨的资金力量不足 缺乏机构级别的强力认同"
2025-07-25,TRIN 指数 (Arms Index),中性,0.0,1.00,"乐观 (超买警示) (<0.8): 买盘极度强劲 但有回调风险。中性 (0.8-1.2): 多空力量相对均衡。悲观 (超卖机会) (>1.2): 卖压沉重 但有潜在买入机会。","TRIN指数从昨日的1.19回落至1.00的均衡点附近 表明市场的内部卖压有所缓解 买卖力量恢复平衡"
2025-07-25,SPY 当日净流入金额,乐观,1.0,6900.0,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","SPY的资金流向再次发生惊天逆转 从昨日-3.2B的巨额流出 转为今日+6.9B的报复性巨额流入。这清晰地表明 机构投资者在今日进行了大规模的抄底或回补仓位"
2025-07-25,避险资产流向 (TLT+GLD),N/A,"","","乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。",
2025-07-25,美元指数 (DXY),乐观,1.0,97.65,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","美元指数几乎没有变化 持续的弱美元环境为风险资产提供了一个有利的宏观背景"
日期,指标名称,判断结果,情绪得分,数值数据,判断标准,当前状态解读
2025-07-28,VIX 指数 (恐慌指数),乐观,1.0,15.03,"乐观 (<20)：波动率低 市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","VIX指数在历史低位几乎没有变化 市场情绪继续保持在极度稳定和自满的状态 完全没有恐慌迹象"
2025-07-28,CNN Fear & Greed,中性,0.0,74.0,"乐观 (45-55): 市场情绪处于中性平衡点。中性 (25-44 或 56-75): 市场进入“恐惧”或“贪婪”状态。悲观/警示 (≤ 24 或 ≥ 76): 市场进入“极度恐惧”或“极度贪婪”。","指数从75微降至74 贪婪情绪略有降温但依然处在高位 表明市场整体乐观的基调没有改变"
2025-07-28,Put/Call Ratio,乐观,1.0,0.58,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","P/C比率从上周五的中性区大幅回落至乐观区 表明期权市场的看多情绪重新升温"
2025-07-28,指数与均线 (S&P 500),乐观,1.0,"6389.77,6282.74,6099.03","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","指数微涨1.13点 几乎收平 整体依然稳稳站于所有关键均线上方 强势技术形态未变"
2025-07-28,涨跌比 (A/D Ratio),悲观/警示,-1.0,0.49,"乐观 (> 2.0): 上涨广度极强。中性 (0.8 - 2.0): 上涨和下跌股票数量相对均衡。悲观 (< 0.8): 下跌股票数量明显占优。","这是今日最核心的背离信号。市场广度在一天之内从中性状态急剧恶化为“普遍下跌” 下跌股票数量是上涨股票的两倍多。这表明指数的上涨是虚假的 完全由少数权重股支撑 市场内部已经开始大面积失血"
2025-07-28,新高/新低比 (NH/NL),中性,0.0,6.00,"乐观 (>10)：趋势极强 结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱 可能临近底部。","新高/新低比率持续回落 虽然仍在健康区间 但领涨的先锋力量在继续减弱 与A/D比率的恶化形成呼应"
2025-07-28,成交量趋势 (SPY),中性,0.0,0.83,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","依然是“价涨量缩”。市场的上涨热情完全没有体现在成交量上 这表明市场缺乏强有力的资金认同 上涨的根基不稳"
2025-07-28,TRIN 指数 (Arms Index),悲观/警示,-1.0,1.26,"乐观 (超买警示) (<0.8): 买盘极度强劲 但有回调风险。中性 (0.8-1.2): 多空力量相对均衡。悲观 (超卖机会) (>1.2): 卖压沉重 但有潜在买入机会。","TRIN指数从均衡点大幅跃升至1.26的悲观区域。这印证了A/D比率的结论：市场内部的抛售压力非常沉重"
2025-07-28,SPY 当日净流入金额,悲观/警示,-1.0,-1800.0,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","SPY的资金流向再次发生惊天逆转 从上周五+6.9B的巨额净流入 转为今日-1.8B的大额净流出。这清晰地表明 机构投资者在上周五抄底后 今日立刻进行了获利了结或减仓"
2025-07-28,避险资产流向 (TLT+GLD),中性,0.0,-83.8,"乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","今日避险资产合计净流出0.84亿 资金流动方向与数额均保持在中性水平 表明市场的风险偏好情绪没有发生大的变化"
2025-07-28,美元指数 (DXY),乐观,1.0,98.606,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","美元指数今日大幅反弹 虽然仍在100以下的弱势区间 但走强的趋势会给风险资产带来压力 削弱了宏观顺风"
2025-07-29,VIX 指数 (恐慌指数),乐观,1.0,15.98,"乐观 (<20)：波动率低 市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","今日VIX从15.03大幅回升至15.98 虽仍在极低位 但波幅显著增大 显示市场开始出现一些不安情绪"
2025-07-29,CNN Fear & Greed,中性,0.0,69.0,"乐观 (45-55): 市场情绪处于中性平衡点。中性 (25-44 或 56-75): 市场进入“恐惧”或“贪婪”状态。悲观/警示 (≤ 24 或 ≥ 76): 市场进入“极度恐惧”或“极度贪婪”。","今日指数从74微降至69 持续处于'贪婪'区间 市场乐观情绪依然是主导"
2025-07-29,Put/Call Ratio,乐观,1.0,0.57,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","今日P/C比率维持在0.57的乐观低位 看多情绪依然稳固"
2025-07-29,指数与均线 (S&P 500),乐观,1.0,"6370.86,6291.03,6108.11","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","今日指数下跌18.91点 跌破了前高 但仍站稳于所有关键均线上方 强势技术形态未完全破坏"
2025-07-29,涨跌比 (A/D Ratio),悲观/警示,-1.0,0.77,"乐观 (> 2.0): 上涨广度极强。中性 (0.8 - 2.0): 上涨和下跌股票数量相对均衡。悲观 (< 0.8): 下跌股票数量明显占优。","今日A/D比率虽从0.49小幅回升至0.77 但仍然处于悲观区间 显示市场广度依然疲弱 大多数股票仍在下跌"
2025-07-29,新高/新低比 (NH/NL),中性,0.0,4.57,"乐观 (>10)：趋势极强 结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱 可能临近底部。","今日新高/新低比从6.0回落至4.57 持续处于中性区间 领涨股票的强度和广度没有改善"
2025-07-29,成交量趋势 (SPY),中性,0.0,0.93,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","今日指数下跌 且成交量低于20日均值(0.93倍) 属于下跌缩量 显示市场抛压不重"
2025-07-29,TRIN 指数 (Arms Index),悲观/警示,-1.0,1.48,"乐观 (超买警示) (<0.8): 买盘极度强劲 但有回调风险。中性 (0.8-1.2): 多空力量相对均衡。悲观 (超卖机会) (>1.2): 卖压沉重 但有潜在买入机会。","今日TRIN指数从1.26的悲观区继续上升至1.48 表明市场内部卖压非常沉重 是一个强烈的负面信号"
2025-07-29,SPY 当日净流入金额,乐观,1.0,2300.0,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","SPY的资金流向再次发生惊天逆转 从昨日-1.8B的大额净流出 转为今日+2.3B的巨额净流入。这清晰地表明 机构投资者在今日进行了大规模的增持或空头回补 是一个强烈的正面信号"
2025-07-29,避险资产流向 (TLT+GLD),N/A,"","","乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","数据不完整GLD缺失无法给出最终判断。但国债TLT出现显著资金流入 显示部分避险情绪依然存在。"
2025-07-29,美元指数 (DXY),乐观,1.0,98.785,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","今日美元指数继续小幅反弹至98.785 持续走强的趋势会给风险资产带来压力"
日期,指标名称,判断结果,情绪得分,数值数据,判断标准,当前状态解读
2025-07-30,VIX 指数 (恐慌指数),乐观,1.0,15.48,"乐观 (<20)：波动率低，市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","VIX 持续处于低位(15.48)，显示市场预期稳定，风险情绪低。"
2025-07-30,CNN Fear & Greed,中性,0.0,67.0,"乐观 (45-55): 中性平衡点。中性 (25-44 或 56-75): ""恐惧""或""贪婪""。悲观/警示 (≤ 24 或 ≥ 76): ""极度恐惧""或""极度贪婪""。","市场情绪偏向贪婪，但未达到极端水平。"
2025-07-30,Put/Call Ratio,乐观,1.0,0.59,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","看涨期权活跃，看跌期权比例较低，投资者普遍押注市场上涨，可能存在过度乐观风险。"
2025-07-30,指数与均线 (S&P 500),乐观,1.0,"6362.9, 6299.28, 6116.2","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","指数站稳关键均线之上，多头趋势确立，技术面支撑较强。"
2025-07-30,涨跌比 (A/D Ratio),悲观,-1.0,0.31,"乐观 (>1.5)：上涨广度强。中性 (0.8-1.5)：分歧明显。悲观 (<0.8)：下跌主导。","下跌股票数量远多于上涨，市场下跌广度强，下跌主导。"
2025-07-30,新高/新低比 (NH/NL),中性,0.0,3.76,"乐观 (>10)：趋势极强，结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱、可能临近底部。","市场扩散健康但非过热，属于良性结构。"
2025-07-30,成交量趋势 (SPY),悲观,-1.0,1.22,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","价格下跌同时伴随成交量显著增加，卖盘涌出，市场可能转向悲观。"
2025-07-30,TRIN 指数 (Arms Index),悲观,-1.0,1.3,"乐观 (<0.8)：买盘强。中性 (0.8-1.2)：力量均衡。悲观 (>1.2)：卖压大。","卖压放大、成交集中于下跌股票，显示恐慌倾向。"
2025-07-30,SPY 当日净流入金额,乐观,1.0,1300.0,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","主流ETF出现大额净流入，显示资金持续流入市场、风险偏好上升。"
2025-07-30,避险资产流向 (TLT+GLD),中性,0.0,187.8,"乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","资金流动稳定，无明显避险或风险趋势。"
2025-07-30,美元指数 (DXY),乐观,1.0,99.744,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","美元走弱，风险资产（如美股、黄金）受益，全球资金向风险资产倾斜。"
日期,指标名称,判断结果,情绪得分,数值数据,判断标准,当前状态解读
2025-07-31,VIX 指数 (恐慌指数),乐观,1.0,16.72,"乐观 (<20)：波动率低，市场预期稳定。中性 (20-25)：不确定性上升。悲观 (>25)：恐慌增强。","VIX 处于低位(16.72)，显示市场预期稳定，风险情绪低。"
2025-07-31,CNN Fear & Greed,中性,0.0,63.0,"乐观 (45-55): 中性平衡点。中性 (25-44 或 56-75): ""恐惧""或""贪婪""。悲观/警示 (≤ 24 或 ≥ 76): ""极度恐惧""或""极度贪婪""。","市场情绪处于贪婪区域，但未达到极端水平。"
2025-07-31,Put/Call Ratio,N/A,,,"乐观 (<0.7)：偏多情绪强。中性 (0.7-1.0)：多空均衡。悲观 (>1.0)：看空期权活跃。","无可用数据。"
2025-07-31,指数与均线 (S&P 500),乐观,1.0,"6339.39,6304.88,6123.72","乐观：价格 > MA20 & MA50。中性：价格徘徊于 MA20 附近。悲观：跌破 MA50。","指数站稳关键均线之上，多头趋势确立，技术面支撑较强。"
2025-07-31,涨跌比 (A/D Ratio),悲观,-1.0,0.44,"乐观 (>1.5)：上涨广度强。中性 (0.8-1.5)：分歧明显。悲观 (<0.8)：下跌主导。","下跌股票数量远多于上涨，市场下跌广度强，下跌主导。"
2025-07-31,新高/新低比 (NH/NL),中性,0.0,1.07,"乐观 (>10)：趋势极强，结构性上涨；中性 (0.8–10)：市场扩散健康但非过热；悲观 (<0.5)：结构疲弱、可能临近底部。","市场扩散健康但非过热，属于良性结构。"
2025-07-31,成交量趋势 (SPY),悲观,-1.0,1.54,"乐观：上涨+放量（>120%）。中性：成交量 80%-120%。悲观：下跌+放量。","价格下跌同时伴随成交量显著增加，卖盘涌出，市场可能转向悲观。"
2025-07-31,TRIN 指数 (Arms Index),悲观,-1.0,1.47,"乐观 (<0.8)：买盘强。中性 (0.8-1.2)：力量均衡。悲观 (>1.2)：卖压大。","卖压放大、成交集中于下跌股票，显示恐慌倾向。"
2025-07-31,SPY 当日净流入金额,N/A,,,"乐观 (≥ +5亿): 大额净流入。中性 (-5亿 ~ +5亿): 资金进出平衡。悲观 (≤ -5亿): 大额净流出。","无可用数据。"
2025-07-31,避险资产流向 (TLT+GLD),N/A,,,"乐观 (< -10亿)：避险流出。中性 (-10亿~+10亿)：平衡。悲观 (>+10亿)：避险流入。","无可用数据。"
2025-07-31,美元指数 (DXY),中性,0.0,100.096,"乐观 (<100)：弱美元。中性 (100-103)：震荡。悲观 (>103)：强美元压制风险资产。","美元处于震荡区间，对风险资产影响不明确。"